weather.temperature,direkt_horizontal_W_m2,diffuse_horizontal_W_m2,global_horizontal_W_m2
11.2,0,0,0
10.9,0,0,0
11.3,0,0,0
11,0,0,0
10.1,0,0,0
10.7,0,0,0
10.6,0,0,0
11,0,0,0
11,0,2,2
12.6,19,76,95
15.5,84,157,241
17.8,219,208,427
18.2,284,261,545
19.5,352,296,648
17.6,392,315,707
16.4,435,305,740
16.1,411,295,706
15.1,168,330,498
14.1,246,247,493
13.3,137,201,338
12.1,34,127,161
11.2,12,51,63
10.1,0,1,1
9.3,0,0,0
8.4,0,0,0
7.7,0,0,0
7.1,0,0,0
6.8,0,0,0
6.7,0,0,0
7.2,0,0,0
7.9,0,0,0
9.3,0,0,0
10.2,0,1,1
11.5,0,12,12
12.3,0,88,88
13.8,22,206,228
15.5,208,281,489
17.8,370,286,656
16.5,424,299,723
17.2,451,297,748
18.7,427,287,714
19.5,397,252,649
19.4,349,201,550
18.9,266,155,421
18.4,144,114,258
15.2,49,61,110
13.6,4,10,14
12.8,0,0,0
12.3,0,0,0
12.3,0,0,0
12.5,0,0,0
11.5,0,0,0
11.1,0,0,0
11.1,0,0,0
11.6,0,0,0
11.6,0,0,0
12.9,4,17,21
13.7,67,74,141
16.2,190,114,304
17.8,329,138,467
18.1,434,163,597
19.5,528,175,703
20.4,591,180,771
20.3,626,168,794
20.9,602,160,762
20.7,539,147,686
19.6,431,134,565
18.3,311,115,426
16.1,164,95,259
14.6,55,56,111
12.8,3,10,13
12.1,0,0,0
11.5,0,0,0
10.3,0,0,0
10.4,0,0,0
10,0,0,0
9.7,0,0,0
9,0,0,0
8.6,0,0,0
8.4,0,0,0
9.7,6,21,27
10.8,69,89,158
12.4,142,150,292
14.2,163,231,394
16.2,168,298,466
16.9,282,332,614
16.9,490,274,764
17.3,525,265,790
17.7,518,246,764
18.2,483,215,698
17.9,373,195,568
17,264,160,424
15.1,140,119,259
13.2,45,64,109
12.2,2,10,12
11.4,0,0,0
10.2,0,0,0
9.8,0,0,0
9.5,0,0,0
9,0,0,0
9.2,0,0,0
8.6,0,0,0
8.1,0,0,0
8.1,0,0,0
8.6,0,15,15
9.8,17,76,93
10.9,82,155,237
12.2,197,206,403
12.5,261,257,518
13.7,348,283,631
13.3,473,258,731
13.6,332,333,665
13.5,205,349,554
13.7,414,227,641
13.3,378,171,549
12.4,152,191,343
11.3,80,124,204
9.9,51,58,109
8.2,4,11,15
7.3,0,0,0
7.3,0,0,0
5.4,0,0,0
4.3,0,0,0
4.1,0,0,0
3.5,0,0,0
3.2,0,0,0
3.1,0,0,0
3.3,0,0,0
5.6,6,20,26
7.9,65,85,150
9.8,165,140,305
11.1,284,180,464
11.4,375,218,593
12.3,421,260,681
11.3,192,371,563
10.1,142,380,522
9.8,7,278,285
9.5,0,141,141
9.2,0,103,103
9,0,113,113
8.4,0,89,89
7.8,1,46,47
7.3,0,6,6
6.9,0,0,0
6.6,0,0,0
5.7,0,0,0
5.7,0,0,0
5.1,0,0,0
4.6,0,0,0
4.4,0,0,0
3.9,0,0,0
3.9,0,0,0
4.1,0,7,7
4.1,0,41,41
4.7,0,88,88
5.1,0,131,131
5.8,1,192,193
6.8,6,249,255
7.8,91,322,413
8.5,103,334,437
9.3,32,305,337
9.4,100,285,385
8.9,159,227,386
8.3,259,115,374
7.8,171,72,243
6.4,76,42,118
4.6,3,9,12
3.7,0,0,0
2.6,0,0,0
1.9,0,0,0
1,0,0,0
0.5,0,0,0
0.3,0,0,0
0.8,0,0,0
0.2,0,0,0
2.2,0,0,0
4.6,19,31,50
7,88,86,174
8.6,196,134,330
9.5,327,165,492
9,430,188,618
9.7,556,186,742
10.4,244,357,601
10.7,48,347,395
10.5,124,357,481
11.4,146,323,469
11.3,151,268,419
10.3,209,174,383
9.5,137,112,249
7.7,51,61,112
6.4,5,11,16
4.8,0,0,0
3.7,0,0,0
3.3,0,0,0
3.4,0,0,0
3.8,0,0,0
3.3,0,0,0
3,0,0,0
2.5,0,0,0
3,0,0,0
5.3,10,24,34
8.5,68,92,160
10.2,165,152,317
11.4,263,203,466
12.4,356,243,599
13.1,438,270,708
13.2,485,287,772
13.9,454,312,766
13.9,358,334,692
14,289,316,605
13,236,266,502
12.4,186,196,382
12.1,95,132,227
9.5,10,53,63
8.4,1,10,11
6.9,0,0,0
5.3,0,0,0
4.7,0,0,0
3.9,0,0,0
2.7,0,0,0
3,0,0,0
3.2,0,0,0
3,0,0,0
3.6,0,0,0
6.4,5,31,36
8.6,67,95,162
11.1,185,138,323
12.4,331,154,485
13.6,471,156,627
14.2,580,154,734
14.8,644,152,796
15.7,630,170,800
15,616,157,773
15,597,119,716
14.9,500,106,606
13.8,352,105,457
12.6,195,96,291
9.7,70,65,135
7.4,4,17,21
6.8,0,0,0
5.5,0,0,0
5.1,0,0,0
4.5,0,0,0
4.7,0,0,0
4.1,0,0,0
4.7,0,0,0
4.2,0,0,0
5,0,0,0
7.3,5,31,36
9.8,66,96,162
12.9,189,136,325
15,338,151,489
16.9,455,166,621
18.2,547,175,722
18.7,574,197,771
19.4,594,193,787
19.3,561,191,752
20,536,156,692
20,466,125,591
20.2,306,128,434
17.8,178,103,281
15.1,63,66,129
12.5,9,19,28
11.9,0,0,0
9.7,0,0,0
8.5,0,0,0
8.1,0,0,0
8.1,0,0,0
6.8,0,0,0
7.1,0,0,0
6.5,0,0,0
7.5,0,0,0
10.1,7,33,40
13,83,91,174
15,230,117,347
17.5,390,121,511
18,512,132,644
19.1,580,155,735
19.6,641,155,796
19.8,622,176,798
19.9,615,159,774
19.5,588,125,713
18.8,483,116,599
17.9,236,165,401
16.8,34,145,179
15,9,69,78
11.8,0,10,10
9.6,0,0,0
7.5,0,0,0
7.6,0,0,0
7.2,0,0,0
8.5,0,0,0
6.5,0,0,0
7,0,0,0
6.1,0,0,0
8.5,0,0,0
12,1,28,29
13.5,14,102,116
15.3,72,198,270
17.1,154,273,427
18.5,298,303,601
19.2,384,328,712
19.2,429,345,774
19.3,428,354,782
18.7,436,328,764
18.2,419,286,705
17.9,365,239,604
17.3,253,200,453
16,150,147,297
13.7,62,86,148
12.1,6,22,28
11.1,0,0,0
9.9,0,0,0
9.4,0,0,0
9,0,0,0
7.9,0,0,0
7.2,0,0,0
6.7,0,0,0
5.8,0,0,0
6.3,0,0,0
9.5,3,31,34
12.2,25,101,126
15.7,102,178,280
17.5,266,203,469
18.6,356,240,596
19.5,384,286,670
19.8,517,251,768
20.1,461,289,750
19.8,369,314,683
19.6,415,245,660
20,292,237,529
19.2,178,203,381
18,102,141,243
14.1,37,74,111
13.2,6,20,26
11.2,0,0,0
10.7,0,0,0
9.8,0,0,0
9.8,0,0,0
9.9,0,0,0
9.7,0,0,0
8.7,0,0,0
7.9,0,0,0
8,0,0,0
9.7,7,33,40
11.1,73,89,162
12.6,256,92,348
12.9,425,84,509
14,558,83,641
14.2,655,86,741
14.4,712,86,798
14.3,702,101,803
12.8,647,115,762
12.8,557,123,680
11.9,540,62,602
11.7,388,69,457
11.1,246,65,311
9.4,104,54,158
8.9,17,19,36
9,0,0,0
8.5,0,0,0
8.1,0,0,0
7.1,0,0,0
7,0,0,0
6.8,0,0,0
6.5,0,0,0
6.8,0,0,0
7.2,0,0,0
8.9,27,41,68
9.9,0,68,68
10.8,0,85,85
11.4,44,244,288
12.7,155,318,473
13.1,100,347,447
12.9,120,370,490
13.3,170,382,552
11.8,95,348,443
11.4,6,230,236
11.3,0,118,118
11.1,0,91,91
10.9,0,43,43
10.5,0,24,24
10.4,0,8,8
10.1,0,0,0
10.4,0,0,0
10.4,0,0,0
10.5,0,0,0
10.7,0,0,0
10.2,0,0,0
11.1,0,0,0
10.5,0,0,0
10.9,0,0,0
11,0,27,27
11,47,54,101
11.3,23,120,143
11.9,0,162,162
12.2,23,207,230
12.5,66,216,282
12.3,18,231,249
11.5,104,221,325
11.1,347,71,418
11.2,261,90,351
10.5,256,58,314
9.7,47,138,185
10,14,101,115
9.6,70,33,103
9.5,10,11,21
9.3,0,0,0
8.8,0,0,0
8.9,0,0,0
8.4,0,0,0
8.1,0,0,0
8.3,0,0,0
7.8,0,0,0
8,0,0,0
8.1,0,0,0
8.3,0,9,9
9,0,45,45
9.3,5,141,146
9.2,36,228,264
9.7,105,289,394
10.5,12,259,271
11.4,11,268,279
10.3,19,290,309
10.4,14,274,288
9.2,1,203,204
9,0,136,136
8.8,0,132,132
8.7,2,106,108
8.3,0,52,52
8,0,12,12
7.6,0,0,0
7.5,0,0,0
7.4,0,0,0
7.5,0,0,0
7.7,0,0,0
7.9,0,0,0
8.2,0,0,0
8.7,0,0,0
9.2,0,2,2
10.6,1,33,34
12.7,4,87,91
15.6,51,195,246
17.2,104,273,377
18.8,127,338,465
20,254,371,625
21,344,371,715
20.5,304,395,699
19.8,155,394,549
17.7,13,262,275
17.6,0,119,119
17,11,188,199
16,2,110,112
14.7,0,47,47
13.1,0,6,6
12.6,0,0,0
12.1,0,0,0
11.5,0,0,0
11,0,0,0
10.9,0,0,0
10.7,0,0,0
11,0,0,0
10.7,0,0,0
11,0,0,0
12,0,29,29
12.5,35,106,141
13.6,58,182,240
13.8,146,243,389
14.2,156,306,462
15,65,336,401
15.4,63,349,412
15.9,197,370,567
16.1,319,321,640
15.8,368,257,625
15.1,380,181,561
14.6,328,129,457
13.6,201,106,307
12.2,74,73,147
10.9,12,25,37
10.3,0,0,0
9.9,0,0,0
9.6,0,0,0
10.1,0,0,0
9.9,0,0,0
9.5,0,0,0
9.9,0,0,0
9.8,0,0,0
10.4,0,0,0
10.7,3,33,36
11.3,0,59,59
12.6,16,146,162
12.9,3,175,178
13.6,11,232,243
13.7,33,276,309
14.3,109,296,405
15.2,128,293,421
15.5,88,285,373
12.4,128,248,376
12.8,0,110,110
13.1,18,169,187
12.4,186,70,256
11,86,41,127
9.9,17,17,34
9.6,0,1,1
10.3,0,0,0
9.8,0,0,0
10.7,0,0,0
10.5,0,0,0
10.5,0,0,0
10.4,0,0,0
10.4,0,0,0
10.2,0,1,1
11,23,44,67
10.9,25,104,129
11.6,0,72,72
12.8,7,194,201
13.4,41,289,330
12.7,68,333,401
13.5,132,363,495
13.8,100,355,455
13.4,84,333,417
13.4,112,310,422
13.1,261,239,500
12.6,155,202,357
12,39,145,184
11.2,6,69,75
10.6,0,13,13
10.1,0,0,0
10.6,0,0,0
10.3,0,0,0
10.1,0,0,0
9.4,0,0,0
8.6,0,0,0
8.3,0,0,0
9.4,0,0,0
9.7,0,0,0
10.8,0,29,29
10.3,28,85,113
10.8,21,146,167
11.5,43,204,247
11.5,175,215,390
10.3,0,156,156
11.2,0,154,154
10,37,277,314
10,17,256,273
9.8,4,208,212
10.3,13,198,211
10.4,114,147,261
10.5,175,62,237
9.1,85,40,125
7.9,4,19,23
6.9,0,0,0
5.8,0,0,0
4.6,0,0,0
4.3,0,0,0
5.2,0,0,0
4.5,0,0,0
4.3,0,0,0
4.7,0,0,0
5.9,0,7,7
6.9,24,32,56
7.5,12,86,98
8.2,104,131,235
8.3,214,146,360
8.6,92,250,342
9.1,75,277,352
9.2,24,268,292
9.8,94,285,379
10.5,40,269,309
10.8,49,245,294
10.9,53,213,266
10.6,2,137,139
10.5,10,114,124
8.7,42,61,103
7.1,26,18,44
5.4,0,2,2
4.8,0,0,0
4.4,0,0,0
3.3,0,0,0
3.2,0,0,0
2.5,0,0,0
2,0,0,0
2,0,0,0
3.7,0,7,7
6.4,55,40,95
9.5,202,47,249
11,342,54,396
11.6,334,142,476
12.4,347,210,557
11.6,521,171,692
11.6,145,340,485
12,6,259,265
12.1,82,311,393
12.5,204,278,482
12.5,279,209,488
12.2,153,186,339
12.1,0,66,66
11,0,38,38
8.6,0,14,14
7.6,0,0,0
6.3,0,0,0
5.5,0,0,0
5.6,0,0,0
5.2,0,0,0
4.9,0,0,0
5.2,0,0,0
4.6,0,0,0
5.9,0,1,1
8.5,3,38,41
10.4,28,102,130
12.4,46,174,220
13.9,186,210,396
14.9,627,55,682
14.3,736,64,800
15.1,530,195,725
15.7,437,252,689
15.9,132,315,447
16,308,251,559
15.5,355,174,529
15.4,472,54,526
14.5,314,58,372
12.2,155,55,210
9.7,40,26,66
8.8,0,3,3
7.8,0,0,0
7.1,0,0,0
6.3,0,0,0
6.3,0,0,0
6.1,0,0,0
5.3,0,0,0
5.7,0,0,0
7.7,1,9,10
10.1,55,48,103
12,178,75,253
14,315,92,407
15.7,452,103,555
16.6,581,104,685
17.4,678,104,782
17.9,724,112,836
18.3,762,97,859
18.4,741,89,830
18.3,665,89,754
17.6,568,80,648
16.7,439,74,513
15.9,283,73,356
14.3,146,60,206
12.2,35,32,67
11.2,0,4,4
9.9,0,0,0
8.8,0,0,0
7.9,0,0,0
7.6,0,0,0
7.7,0,0,0
7.4,0,0,0
7.6,0,0,0
9.1,0,9,9
11.6,46,54,100
13.8,153,94,247
15.9,278,123,401
17.7,399,149,548
18.6,522,159,681
19.3,614,165,779
19.7,638,189,827
20.3,682,170,852
20.9,681,149,830
20.7,602,148,750
20.4,511,132,643
19.6,396,113,509
18.1,254,98,352
15.6,119,74,193
14.9,26,33,59
12.8,0,3,3
12.1,0,0,0
12,0,0,0
11.3,0,0,0
10.5,0,0,0
10,0,0,0
9.8,0,0,0
9.6,0,0,0
10.9,0,0,0
12.8,3,44,47
14.8,15,112,127
16.3,251,139,390
17.4,381,163,544
18,275,293,568
18.9,209,363,572
19,438,309,747
18.6,54,362,416
18.4,3,266,269
18.8,0,123,123
19.6,0,146,146
18.9,39,227,266
17.9,137,152,289
16.4,78,89,167
14.3,24,34,58
13.1,0,5,5
13.1,0,0,0
11.2,0,0,0
11.6,0,0,0
11.2,0,0,0
10.6,0,0,0
10.3,0,0,0
9.8,0,0,0
11.8,0,1,1
14.6,8,51,59
16.8,62,126,188
17.3,190,174,364
16.2,315,206,521
17.6,424,229,653
17.8,459,273,732
16.5,440,316,756
17,564,258,822
16.3,638,188,826
16.3,566,183,749
16.6,483,159,642
15.6,370,136,506
14.8,228,117,345
13.8,103,84,187
12.1,25,35,60
11.1,0,5,5
11.1,0,0,0
11.5,0,0,0
12,0,0,0
12.9,0,0,0
12.1,0,0,0
11,0,0,0
9.9,0,0,0
10,0,0,0
10.1,0,11,11
10.8,0,49,49
11.2,0,77,77
11.6,30,236,266
12.9,20,272,292
12.8,271,308,579
13.4,158,359,517
13.4,374,299,673
13.4,536,185,721
13.4,331,263,594
12.5,378,177,555
11.9,394,83,477
11.7,267,67,334
10.5,152,50,202
9.3,44,30,74
9.3,0,5,5
9.2,0,0,0
8,0,0,0
8.4,0,0,0
8.9,0,0,0
9.9,0,0,0
10.2,0,0,0
10.5,0,0,0
10.8,0,1,1
11.7,0,22,22
12.3,0,76,76
12.3,0,129,129
12,0,145,145
12.5,0,146,146
12.7,0,130,130
13,0,128,128
13.8,0,193,193
14.9,0,218,218
15.1,0,191,191
15.8,68,304,372
14.9,101,256,357
14,24,167,191
13.2,0,52,52
13.2,0,14,14
13.1,0,2,2
13.2,0,0,0
13,0,0,0
12.8,0,0,0
12.1,0,0,0
11.5,0,0,0
11.4,0,0,0
12,0,0,0
12.6,0,2,2
13.1,0,28,28
13.9,3,96,99
14.3,13,175,188
14.8,9,216,225
15.2,3,238,241
15.3,2,258,260
15.4,0,217,217
15.5,0,208,208
16,0,171,171
15.9,0,151,151
15.4,0,131,131
14.9,1,162,163
15.1,0,109,109
14.1,5,81,86
13.2,4,31,35
13,0,3,3
12.2,0,0,0
12.2,0,0,0
12.2,0,0,0
11.7,0,0,0
11.9,0,0,0
11.9,0,0,0
12,0,0,0
12,0,1,1
12.5,1,42,43
12.7,1,89,90
13.8,18,180,198
14.5,106,275,381
14.6,226,314,540
14.3,356,319,675
14.8,450,311,761
14.6,520,282,802
14.5,542,250,792
14.3,503,224,727
13.4,404,208,612
13.3,315,168,483
12.5,234,122,356
11.4,138,82,220
10,42,44,86
9.3,0,7,7
9.1,0,0,0
8.8,0,0,0
8.4,0,0,0
7.4,0,0,0
7.7,0,0,0
6.3,0,0,0
6.3,0,0,0
7.8,6,12,18
10.1,72,54,126
12.7,181,82,263
13.3,168,171,339
14,234,223,457
15.1,418,206,624
15.6,499,218,717
16.3,612,188,800
17,427,296,723
17.5,135,350,485
17.7,427,234,661
18.1,355,207,562
18.1,404,98,502
17.3,292,75,367
15,126,72,198
13.2,26,35,61
11.5,0,3,3
10.5,0,0,0
10.1,0,0,0
10.2,0,0,0
10.3,0,0,0
10.6,0,0,0
10.6,0,0,0
11,0,0,0
11.2,5,16,21
12.4,62,65,127
13.2,161,112,273
13.5,284,149,433
14.1,247,252,499
14.1,247,320,567
13.8,299,355,654
14.7,444,329,773
15.1,557,280,837
15.6,613,227,840
15.4,333,319,652
15.1,276,279,555
14.4,206,227,433
11.9,11,131,142
11.5,0,42,42
11.3,0,11,11
11,0,0,0
10.6,0,0,0
10.6,0,0,0
10.7,0,0,0
11.4,0,0,0
12,0,0,0
12,0,0,0
11.8,0,0,0
11.8,0,3,3
12.6,3,46,49
12.5,150,85,235
12.7,217,141,358
13.5,303,178,481
13.5,334,230,564
14,488,201,689
14.2,351,301,652
14.5,267,329,596
13.8,239,317,556
14,230,279,509
13.4,385,173,558
12.9,451,52,503
12.3,302,54,356
11.4,139,58,197
10.2,19,32,51
9.6,0,1,1
8.8,0,0,0
8.4,0,0,0
8.3,0,0,0
8.1,0,0,0
8,0,0,0
7.6,0,0,0
8.1,0,0,0
9.8,14,19,33
11.7,91,52,143
13.5,219,73,292
15.4,364,86,450
17.2,516,86,602
18.2,643,87,730
19.3,735,89,824
20,786,91,877
20,806,87,893
19.7,777,85,862
19.4,711,81,792
18.8,596,84,680
17.2,459,86,545
16.9,305,83,388
15.4,158,71,229
13.1,44,38,82
11.3,0,1,1
10.3,0,0,0
9.2,0,0,0
10.2,0,0,0
9.3,0,0,0
8.8,0,0,0
8.6,0,0,0
9.1,0,0,0
11.5,12,19,31
14.4,83,55,138
15.5,200,85,285
17.1,171,181,352
18.1,299,209,508
17.9,609,114,723
18.7,446,266,712
19.3,708,149,857
19.6,789,108,897
20,714,132,846
19.9,505,212,717
20.3,562,110,672
19.8,422,109,531
19.2,297,93,390
17.2,108,84,192
16.1,4,26,30
15.3,0,1,1
14.3,0,0,0
13.9,0,0,0
13.7,0,0,0
13.2,0,0,0
12.4,0,0,0
11.7,0,0,0
12.8,0,0,0
13.2,1,14,15
15.5,11,56,67
16.9,146,106,252
18.3,336,113,449
19.6,477,124,601
21,599,132,731
21.7,702,131,833
22.8,762,130,892
22.7,776,129,905
23.1,755,122,877
22.9,682,121,803
22.4,572,119,691
21.9,433,117,550
21.2,266,110,376
19.8,122,85,207
18.1,24,38,62
15.5,0,1,1
15.2,0,0,0
14.2,0,0,0
13.6,0,0,0
13,0,0,0
12.8,0,0,0
12.7,0,0,0
13,0,0,0
14.2,0,5,5
16.2,26,62,88
17.9,65,125,190
20.1,158,181,339
21.2,208,241,449
22.5,451,195,646
23.7,622,153,775
23.6,692,144,836
24.7,737,123,860
24.1,744,97,841
24.5,684,90,774
23.9,575,94,669
23,449,82,531
22.3,280,90,370
20.7,149,74,223
17.2,42,44,86
15.3,0,4,4
14.4,0,0,0
13.4,0,0,0
11.9,0,0,0
10.8,0,0,0
10.9,0,0,0
10.5,0,0,0
11.3,0,0,0
12.9,0,6,6
14.8,25,63,88
16.6,150,104,254
17.3,300,118,418
18.5,438,127,565
19,572,126,698
20.4,670,126,796
20.9,714,136,850
20.1,697,157,854
19.4,639,173,812
17.9,362,280,642
16.5,156,284,440
16.8,134,229,363
14.8,191,139,330
12.7,155,77,232
11.6,44,47,91
11.3,0,5,5
11.2,0,0,0
10.8,0,0,0
10.3,0,0,0
10.3,0,0,0
10.2,0,0,0
10.4,0,0,0
10.6,0,0,0
11,0,3,3
11.5,0,23,23
12.7,33,124,157
13,192,171,363
14,85,265,350
14,297,277,574
14.7,428,269,697
13.9,194,373,567
14,135,369,504
14.9,219,356,575
14.5,643,120,763
13.6,638,62,700
13.2,312,165,477
11.7,139,156,295
10.9,93,96,189
9.5,35,44,79
8.8,0,4,4
8,0,0,0
8.1,0,0,0
8.3,0,0,0
8.9,0,0,0
9.2,0,0,0
8.1,0,0,0
7.5,0,0,0
9.4,1,17,18
11.1,50,66,116
12,114,124,238
12.2,156,192,348
12.4,157,267,424
12.8,159,327,486
13.2,177,367,544
13.6,306,368,674
13.6,481,299,780
12.9,409,316,725
12.5,184,340,524
11.3,62,279,341
10.6,22,211,233
10,26,160,186
9.3,8,91,99
8.3,5,39,44
8,0,2,2
7.3,0,0,0
6.7,0,0,0
6.3,0,0,0
4.7,0,0,0
6.2,0,0,0
6,0,0,0
6.6,0,0,0
7.9,0,8,8
9.7,50,63,113
10.5,180,95,275
11.3,297,121,418
12.7,285,216,501
13.2,340,260,600
13.5,262,342,604
14,383,329,712
13.8,367,341,708
13.5,335,333,668
14.4,357,284,641
12.9,476,158,634
12.9,416,108,524
12.2,257,108,365
10.2,153,78,231
8.7,52,46,98
7.2,0,7,7
7,0,0,0
7.6,0,0,0
8.8,0,0,0
9.9,0,0,0
10.8,0,0,0
11,0,0,0
11.3,0,0,0
11.6,0,3,3
12.1,0,19,19
13.2,0,76,76
13.4,0,113,113
15.2,4,183,187
15.3,2,220,222
16.2,0,225,225
16.5,9,271,280
16.9,0,196,196
17.7,0,154,154
19.3,0,136,136
20.9,25,221,246
21.8,160,184,344
22,269,66,335
20.1,152,69,221
18.3,47,40,87
17.7,0,7,7
16.8,0,0,0
16.8,0,0,0
15.9,0,0,0
15.4,0,0,0
15.1,0,0,0
15.2,0,0,0
15.4,0,0,0
15.7,0,3,3
16.1,0,12,12
17,0,38,38
17.7,0,87,87
18.7,2,181,183
20.1,48,287,335
20.4,177,314,491
21,203,326,529
19.4,45,318,363
18.2,0,132,132
16.7,0,100,100
15.7,0,101,101
15.1,0,59,59
15.1,0,44,44
14.5,2,69,71
14.3,8,39,47
14.1,0,8,8
12.9,0,0,0
11.7,0,0,0
10.5,0,0,0
10.6,0,0,0
11.5,0,0,0
11.7,0,0,0
12.6,0,0,0
13.1,0,3,3
14,0,38,38
14.6,126,77,203
15.5,131,143,274
16.3,248,164,412
16.6,103,271,374
17.7,340,219,559
17.7,271,266,537
